id,title,audienceScore,tomatoMeter,rating,ratingContents,releaseDateTheaters,releaseDateStreaming,runtimeMinutes,genre,originalLanguage,director,writer,boxOffice,distributor,soundMix
right_at_your_door,Right at Your Door,54,69,R,"['Pervasive Language', 'Disturbing Violent Content']",2007-08-24,2008-01-29,96,Mystery & thriller,English,Chris Gorak,Chris Gorak,$64.8K,Roadside Attractions,NA
10011494-last_ride,Last Ride,65,93,NA,NA,2012-06-29,2012-10-16,100,Drama,English,Glendyn Ivin,Mac Gudgeon,$5.5K,Music Box Films,"Dolby Digital, DTS"
1011638-king_solomons_mines,King Solomon's Mines,60,92,NA,NA,1950-11-24,2009-05-19,102,"Adventure, Romance, Action",English,"Compton Bennett,Andrew Marton",NA,NA,Metro-Goldwyn-Mayer,NA
hahaha_2009,Hahaha,50,71,NA,NA,NA,2012-10-26,115,Drama,Korean,Hong Sang-soo,Hong Sang-soo,NA,NA,NA
be_my_cat_a_film_for_anne,Be My Cat: A Film for Anne,70,88,NA,NA,NA,2016-12-05,87,"Crime, Drama, Horror, Mystery & thriller",English,Adrian Tofei,Adrian Tofei,NA,NA,NA
unknown_pleasures,Unknown Pleasures,68,60,NA,NA,2003-03-28,2011-11-15,113,Drama,Chinese,Zhang-Ke Jia,NA,$8.1K,New Yorker Films,Stereo
girls_of_the_sun,Girls of the Sun,82,51,NA,NA,2019-04-12,2019-08-06,115,"Drama, War",French (France),Eva Husson,"Eva Husson,Jacques Akchoti",$16.0K,Cohen Media Group,Dolby Digital
contagion_2011,Contagion,63,85,PG-13,"['Some Language', 'Disturbing Content']",2011-09-09,2012-01-03,106,"Mystery & thriller, Drama",English,Steven Soderbergh,Scott Z. Burns,$75.6M,Warner Bros. Pictures,"SDDS, Dolby Digital"
1197307-ballast,Ballast,72,93,NA,NA,2008-10-01,2009-11-10,96,Drama,English,Lance Hammer,Lance Hammer,$76.2K,Alluvial Filmworks,NA
wajib,Wajib,84,100,NA,NA,NA,2019-04-16,96,Drama,Arabic,Annemarie Jacir,Annemarie Jacir,NA,NA,NA
trumpet_of_the_swan,The Trumpet of the Swan,37,14,NA,NA,2001-05-11,2001-07-31,75,"Kids & family, Fantasy, Animation",English,"Terry L. Noss,Richard Rich","Judy Rothman Rofé,E.B. White",$152.5K,TriStar Pictures,"Dolby Stereo, Dolby SR, Dolby A"
bharat,Bharat,50,32,NA,NA,2019-06-05,2019-08-04,150,"Action, Drama",Hindi,Ali Abbas Zafar,Park Su-jin,$2.9M,Viva Entertainment,NA
before_night_falls,Before Night Falls,83,74,R,"['Some Language', 'Brief Violence', 'Strong Sexual Content']",2001-01-26,2001-05-22,132,"Drama, Lgbtq+",English,Julian Schnabel,"Reynaldo Arenas,Lázaro Gómez Carriles,Cunningham O'Keefe,Julian Schnabel",$4.2M,"El Mar Pictures, Keyfilms Roma, Lolafilms Distribución, United King Films, Grandview, Fine Line Features","Dolby SR, Dolby Digital, Dolby A, Surround"
the_collector_1965,The Collector,84,100,NA,NA,1965-06-17,2002-10-01,119,Mystery & thriller,English,William Wyler,NA,NA,Columbia Pictures,NA
1006299-dressed_to_kill,Dressed to Kill,74,82,NA,NA,1980-06-23,2001-08-28,105,Mystery & thriller,English,Brian De Palma,Brian De Palma,NA,"GoodTimes Home Video [us], Metro-Goldwyn-Mayer Distributing Corp., Warner Home Vídeo",Mono
lady_boss_the_jackie_collins_story,Lady Boss: The Jackie Collins Story,78,100,NA,NA,NA,2021-06-27,96,Documentary,English,Laura Fairrie,NA,NA,NA,NA
the_historian,The Historian,86,40,NA,NA,NA,2016-03-22,124,Drama,English,Miles Doleac,Miles Doleac,NA,NA,NA
rage_carrie_2,The Rage: Carrie 2,33,23,NA,NA,NA,2001-07-17,101,Horror,English,Katt Shea,Rafael Moreu,$17.8M,NA,NA
the_short_history_of_the_long_road,The Short History of the Long Road,82,89,NA,NA,2020-05-15,2020-06-10,90,Drama,English,Ani Simon-Kennedy,Ani Simon-Kennedy,NA,FilmRise,NA
tall_target,The Tall Target,64,100,NA,NA,NA,NA,78,Mystery & thriller,English,Anthony Mann,NA,NA,NA,NA
finding_oscar,Finding Oscar,88,82,NA,NA,2017-04-14,2017-07-14,94,Documentary,English,Ryan Suffern,"Ryan Suffern,Mark Monroe",$21.3K,FilmRise,NA
little_big_league,Little Big League,53,33,NA,NA,1994-06-29,2002-09-03,119,"Kids & family, Comedy",English,Andrew Scheinman,"Gregory K. Pincus,Adam Scheinman",$12.1M,"Columbia Pictures, Warner Home Vídeo","Surround, DTS, Stereo, SDDS, Dolby"
irul,Irul,43,0,NA,NA,NA,2021-04-02,91,Mystery & thriller,Malayalam,Naseef Yusuf Izuddin,NA,NA,NA,NA
nijinsky,Nijinsky,29,50,NA,NA,1980-03-21,2015-10-01,125,"Biography, Lgbtq+",English,Herbert Ross,NA,NA,Paramount Pictures,Surround
the_boy_with_the_cuckoo_clock_heart,The Boy With the Cuckoo-Clock Heart,67,77,PG,"['Some Language', 'Smoking', 'Scary Images', 'Suggestive Material']",2014-09-24,2014-10-07,94,"Kids & family, Adventure, Drama, Fantasy, Musical, Romance, Animation",English,"Stéphane Berla,Mathias Malzieu",Mathias Malzieu,NA,"Dada Films, The Film Collective",NA
pete_seeger_the_power_of_song,Pete Seeger: The Power of Song,92,95,PG,['Some Mild Thematic Material'],2007-09-14,2008-08-05,93,Documentary,English,Jim Brown,NA,$175.1K,Weinstein Co.,NA
choirboys,The Choirboys,40,40,NA,NA,NA,2014-05-27,119,"Comedy, Drama",English,Robert Aldrich,NA,NA,NA,NA
the_dark_backward,The Dark Backward,59,45,NA,NA,NA,2007-08-21,100,"Comedy, Drama",English,Adam Rifkin,NA,$7.9K,NA,Surround
crypto,Crypto,54,17,R,"['Language Throughout', 'Drug Use', 'Sexuality', 'Some Violence']",2019-04-12,2019-04-12,105,Mystery & thriller,English,John Stalberg Jr.,"Carlyle Eubank,David Frigerio,Jeffrey Ingber",NA,Lionsgate Films,NA
all_we_had,All We Had,48,40,NA,NA,2016-12-09,2017-02-28,105,Drama,English,Katie Holmes,"Josh Boone,Jill Killington",NA,Gravitas Ventures,NA
1006207-dr_jekyll_and_mr_hyde,Dr. Jekyll and Mr. Hyde,80,91,NA,NA,1931-12-31,2010-10-18,97,Horror,English,Rouben Mamoulian,NA,NA,Paramount Pictures,NA
raiders_of_the_lost_ark_the_adaptation,Raiders of the Lost Ark: The Adaptation,82,100,NA,NA,NA,NA,100,"Action, Adventure, Mystery & thriller",English,Eric Zala,"Lawrence Kasdan,Philip Kaufman,George Lucas",NA,NA,NA
arctic_dogs,Arctic Dogs,60,12,PG,"['Some Mild Action', 'Rude Humor']",2019-11-01,2020-01-26,93,"Kids & family, Comedy, Adventure, Animation",English,Aaron Woodley,"Bob Barlen,Cal Brunker,Bryan Thompson,Aaron Woodley",$5.8M,Entertainment Studios Motion Pictures,NA
yardie,Yardie,51,54,NA,NA,2019-03-15,2019-05-16,102,"Crime, Drama",English (United Kingdom),Idris Elba,"Martin Stellman,Brock Norman Brock",$35.6K,Rialto Pictures,NA
upside_down_2012,Upside Down,42,28,PG-13,['Some Violence'],2013-03-15,2013-06-25,107,"Romance, Sci-fi, Fantasy",English,Juan Solanas,"Juan Solanas,Santiago Amigorena,Pierre Magny",$102.1K,Millennium Films,NA
caged_heat,Caged Heat,40,76,NA,NA,NA,2011-03-22,83,Mystery & thriller,English,Jonathan Demme,NA,NA,NA,NA
vulgaria_2012,Vulgaria,55,57,NA,NA,NA,NA,92,Comedy,Chinese,Ho-Cheung Pang,"Ho-Cheung Pang,Lam Chiu-wing,Luk Yee Sum",$58.7K,NA,NA
sangre_de_mi_sangre,Sangre de Mi Sangre,75,79,NA,NA,2008-05-16,2008-12-16,111,"Drama, Mystery & thriller",English,Christopher Zalla,Christopher Zalla,$54.2K,IFC First Take,NA
sobibor,Sobibor,52,75,NA,NA,2019-03-29,2019-04-02,120,"Drama, Biography, War",Russian,Konstantin Khabenskiy,Andrey Nazarov,NA,Samuel Goldwyn Films,NA
swiped_2018,Swiped,58,17,NA,NA,NA,2018-11-06,93,Comedy,English,Ann Deborah Fishman,Ann Deborah Fishman,NA,NA,NA
gods_creatures,God's Creatures,58,91,R,['Language'],2022-09-30,2022-09-30,100,"Mystery & thriller, Drama",English,"Saela Davis,Anna Rose Holmer","Shane Crowley,Fodhla Cronin O'Reilly",NA,A24,NA
amati_girls,The Amati Girls,64,46,PG,"['Brief Sensuality', 'Mild Language']",2001-01-09,NA,91,Drama,English,Anne De Salvo,Anne De Salvo,$47.8K,"20th Century Fox, Providence Entertainment",Mono
breaker_morant,Breaker Morant,91,100,NA,NA,1980-05-16,2008-01-15,107,"History, Drama, War",English,Bruce Beresford,NA,NA,New World Pictures,NA
breaking_surface,Breaking Surface,52,100,NA,NA,2020-12-09,2020-12-15,95,"Action, Drama",Swedish,Joachim Hedén,Joachim Hedén,NA,Doppelgänger Releasing,NA
bunraku,Bunraku,49,17,R,"['Language', 'Bloody Violence']",NA,2011-11-01,121,"Action, Fantasy",English,Guy Moshe,Guy Moshe,NA,NA,NA
writer_of_o,Writer of O,50,50,NA,NA,2005-05-04,2006-05-16,80,Documentary,English,Pola Rapaport,Pola Rapaport,$8.1K,Zeitgeist Films,NA
bill_w_2012,Bill W.,86,78,NA,NA,2012-05-18,2016-03-22,103,Documentary,English,"Dan Carracino,Kevin Hanlon","Dan Carracino,Patrick Gambuti Jr.,Kevin Hanlon",NA,NA,NA
counting,Counting,40,81,NA,NA,NA,2016-05-29,111,Documentary,English,Jem Cohen,NA,NA,NA,NA
unfriended_dark_web,Unfriended: Dark Web,40,59,R,"['Sexual References', 'Language', 'Some Disturbing Violence']",2018-07-20,2018-10-16,88,"Horror, Mystery & thriller",English,Stephen Susco,Stephen Susco,$8.8M,BH Tilt,NA
z_channel_a_magnificent_obsession,Z Channel: A Magnificent Obsession,86,100,NA,NA,NA,NA,NA,NA,NA,Alexandra Cassavetes,NA,NA,NA,NA
notebook_2019,Notebook,89,22,NA,NA,2019-03-29,2019-05-31,113,"Romance, Drama",Hindi,Nitin Kakkar,Darab Farooqi,NA,Yash Raj Films,"Dolby SR, Dolby Digital"
playing_with_fire_2019,Playing With Fire,77,24,PG,"['Rude Humor', 'Mild Peril', 'Some Suggestive Material']",2019-11-08,2019-11-08,96,Comedy,English,Andy Fickman,"Dan Ewen,Matt Lieberman",$20.5M,Paramount Pictures,NA
umberto_d,Umberto D,93,97,NA,NA,1952-01-20,2003-07-22,91,Drama,Italian,Vittorio De Sica,Cesar Zavattini,$74.3K,Rialto Pictures,Mono
the_son_of_no_one,The Son of No One,22,15,R,"['Violence', 'Pervasive Language', 'Brief Disturbing Sexual Cntent']",2011-11-04,2012-02-21,95,"Crime, Drama",English,Dito Montiel,Dito Montiel,$28.9K,Anchor Bay,NA
microhabitat,Microhabitat (So-gong-nyeo),96,78,NA,NA,NA,NA,NA,NA,NA,Jeon Go-Woon,NA,NA,NA,NA
the_most_unknown,The Most Unknown,62,83,NA,NA,NA,2018-08-09,88,Documentary,English,Ian Cheney,NA,NA,NA,NA
shes_the_one,She's the One,41,62,R,"['Sex-Related Dialogue', 'Language']",1996-08-23,2001-10-16,96,"Romance, Comedy",English,Edward Burns,Edward Burns,$9.5M,Fox,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR"
the_ornithologist,The Ornithologist,51,87,NA,NA,2017-06-23,2017-09-02,118,"Adventure, Drama, Lgbtq+",Portuguese (Brazil),João Pedro Rodrigues,João Pedro Rodrigues,$50.5K,Strand Releasing,NA
alatriste,Alatriste,47,17,NA,NA,NA,2010-06-08,147,"Action, Adventure, Mystery & thriller",Spanish (Spain),Agustín Díaz Yanes,Agustín Díaz Yanes,NA,NA,NA
bayou_maharajah,Bayou Maharajah: The Tragic Genius of James Booker,84,86,NA,NA,NA,2017-04-26,90,"Documentary, Lgbtq+",English,Lily Keber,"Lily Keber,Aimée Toledano,Tim Watson",NA,NA,NA
1091727-defying_gravity,Defying Gravity,58,67,NA,NA,1997-08-29,2006-12-05,90,Drama,English,John Keitel,John Keitel,$12.4K,NA,Surround
dark_prince_the_true_story_of_dracula,Dark Prince: The True Story of Dracula,68,20,NA,NA,NA,2017-03-10,96,Mystery & thriller,English,Joe Chappelle,Thomas Baum,NA,NA,NA
shortcut_2020,Shortcut,24,59,R,"['Language Throughout', 'Some Bloody Images']",2020-09-25,2020-12-22,80,"Horror, Mystery & thriller",English,Alessio Liguori,Daniele Cosci,$758.2K,Gravitas Ventures,NA
any_given_sunday,Any Given Sunday,73,52,R,"['Nudity', 'Language', 'Drug Content', 'Sexuality']",1999-12-22,2000-09-01,162,Drama,English,Oliver Stone,"Oliver Stone,Daniel Pyne,John Logan,John Logan",$75.5M,Warner Bros. Pictures,"Surround, DTS, Dolby Digital, SDDS"
the_forest_of_the_lost_souls,The Forest of the Lost Souls,67,75,NA,NA,2018-08-03,2018-08-07,71,"Drama, Mystery & thriller, Horror",Portuguese,José Pedro Lopes,José Pedro Lopes,NA,Wild Eye Releasing,NA
racing_dream,Racing Dreams,93,100,PG,"['Brief Language', 'Some Thematic Elements']",2010-05-21,2010-08-17,97,Documentary,English,Marshall Curry,Marshall Curry,$55.6K,Hannover House,NA
cheerful_weather_for_the_wedding,Cheerful Weather for the Wedding,27,37,PG,"['Smoking', 'Sensuality', 'Brief Language', 'Thematic Material']",2012-12-07,2013-02-26,92,"Comedy, Drama",English,Donald Rice,"Donald Rice,Mary Henely Magill",$1.9K,IFC Films,NA
ebola_syndrome,Ebola Syndrome,69,20,NA,NA,NA,2020-12-14,98,"Horror, Mystery & thriller",Chinese,Herman Yau,Ting Chau,NA,NA,NA
stronger_2017,Stronger,80,90,R,"['Language Throughout', 'Brief Sexuality/Nudity', 'Some Graphic Injury Images']",2017-09-22,2017-12-19,119,"Biography, Drama",English,David Gordon Green,John Pollono,$4.2M,"Lionsgate Films, Roadside Attractions",NA
dredd,Dredd,72,79,R,"['Language', 'Drug Use', 'Some Sexual Content', 'Strong Bloody Violence']",2012-09-21,2013-01-08,96,"Action, Sci-fi",English,Pete Travis,Alex Garland,$13.3M,Lionsgate Films,"Datasat, Dolby Digital"
she_came_from_the_woods,She Came from the Woods,26,70,NA,NA,2023-02-10,NA,101,"Horror, Comedy",English,Erik Bloomquist,"Erik Bloomquist,Carson Bloomquist",NA,Mainframe Pictures,Digital 5.1
a_beautiful_day_in_the_neighborhood,A Beautiful Day in the Neighborhood,92,95,PG,"['Some Mild Language', 'A Brief Fight', 'Some Strong Thematic Material']",2019-11-22,2019-11-22,107,"Biography, Drama",English,Marielle Heller,"Noah Harpster,Micah Fitzerman-Blue,Tom Junod",$61.7M,"Sony Pictures Entertainment, TriStar Pictures",NA
broken_ceiling,Broken Ceiling,97,67,NA,NA,2018-02-23,2018-02-24,90,Drama,English,Adam Davis,Adam Davis,NA,Indie Rights,NA
jhund,Jhund,90,81,NA,NA,2022-03-04,NA,221,"Biography, Drama",Hindi,Nagraj Manjule,NA,NA,ZEE Studios International,NA
no_mans_land,No Man's Land,92,93,R,"['Violence', 'Language']",2001-12-21,2002-04-09,98,"War, Comedy",English,Danis Tanovic,Danis Tanovic,NA,United Artists,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR"
mobile_suit_gundam_hathaway,Mobile Suit Gundam: Hathaway,75,86,NA,NA,NA,2021-07-01,95,"Sci-fi, Action, Anime",Japanese,Shûkô Murase,Yasuyuki Muto,NA,NA,NA
the_wolfpack,The Wolfpack,68,87,R,['Language'],2015-06-12,2015-10-20,89,"Documentary, Biography",English,Crystal Moselle,NA,NA,Magnolia Pictures,NA
dont_be_afraid_of_the_dark_2011,Don't Be Afraid of the Dark,34,61,R,"['Violence', 'Terror']",2011-08-26,2012-01-03,99,"Fantasy, Horror, Mystery & thriller",English,Troy Nixey,"Guillermo del Toro,Matthew Robbins",$24.0M,FilmDistrict,NA
enemy_of_the_state,Enemy of the State,78,70,NA,NA,1998-11-20,2001-05-09,127,"Mystery & thriller, Action",English,Tony Scott,David Marconi,$111.5M,"Buena Vista International [us], Buena Vista Pictures, Touchstone Home Video","Surround, Dolby Digital, DTS, SDDS"
furlough_2018,Furlough,32,20,R,['A Brief Sexual Reference'],2018-03-16,2018-03-17,83,Comedy,English,Laurie Collyer,Barry Strugatz,NA,IFC Films,NA
thin_ice_2012,Thin Ice,51,69,R,"['Language', 'Brief Violent Content', 'Brief Sexual Content']",2012-02-17,2012-07-10,94,"Comedy, Crime, Drama",English,Jill Sprecher,"Jill Sprecher,Karen Sprecher",$789.8K,"Samuel Goldwyn Company, ATO Pictures",NA
detour_2017,Detour,41,63,R,"['Nudity', 'Language Throughout', 'Drug Use', 'Sexual Content', 'Some Strong Violence']",2017-01-20,2017-04-25,97,Mystery & thriller,English (United Kingdom),Christopher Smith,Christopher Smith,NA,Magnet Releasing,NA
arlington_road,Arlington Road,74,63,R,"['Violence', 'Some Language']",1999-07-09,1999-10-26,119,Mystery & thriller,English,Mark Pellington,Ehren Kruger,$24.4M,Screen Gems,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR"
the_other_side_2015,Louisiana: The Other Side,67,83,NA,NA,NA,2017-01-04,92,Documentary,English,Roberto Minervini,"Denise Ping Lee,Roberto Minervini,Diego Romero",NA,NA,NA
the_mortal_instruments_city_of_bones,The Mortal Instruments: City of Bones,58,13,PG-13,"['Intense Fantasy Violence', 'Intense Action', 'Some Suggestive Content']",2013-08-21,2013-12-03,130,"Fantasy, Action, Adventure",English,Harald Zwart,Jessica Postigo,$31.2M,Sony Pictures Entertainment,"Dolby Digital, SDDS, Datasat"
delta_force,The Delta Force,50,15,NA,NA,1986-02-14,2006-08-01,128,"Action, Drama",English,Menahem Golan,"James Bruner,Menahem Golan",$15.9M,Cannon Film Distributors,Surround
1021244-thing,The Thing,92,84,NA,NA,1982-06-25,2006-02-14,108,"Horror, Sci-fi",English,John Carpenter,Bill Lancaster,NA,Universal Pictures,"Dolby, Stereo, Surround"
dear_ex,Dear Ex,86,90,NA,NA,NA,2019-02-01,100,"Comedy, Drama, Romance, Lgbtq+",Chinese,"Mag Hsu,Chih-Yen Hsu","Mag Hsu,Shih-yuan Lu",NA,NA,NA
a_story_of_children_and_film,A Story of Children and Film,76,94,NA,NA,NA,NA,101,"Documentary, History, Drama",English,Mark Cousins,Mark Cousins,NA,NA,NA
laughter_in_paradise,Laughter in Paradise,62,20,NA,NA,NA,2020-04-07,93,Comedy,English,Mario Zampi,"Jack Davies,Michael Pertwee",NA,NA,NA
emmanuelle,Emmanuelle,41,40,NA,NA,NA,2007-10-09,92,Romance,French (France),Just Jaeckin,Jean-Louis Richard,NA,NA,NA
the_perfect_match_2016,The Perfect Match,44,22,R,"['Some Nudity', 'Sexuality', 'Language Throughout']",2016-03-11,2016-07-19,96,"Romance, Comedy",English,Bille Woodruff,"Brandon Broussard,Gary Hardwick",$9.7M,Lionsgate Films,NA
spike_island,Spike Island,43,43,NA,NA,2015-05-08,2015-06-23,96,Drama,English (United Kingdom),Mat Whitecross,Chris Coghill,NA,Level 33 Entertainment,NA
the_league_of_gentlemen,The League of Gentlemen,84,86,NA,NA,NA,2011-01-25,115,"Mystery & thriller, Comedy",English,Basil Dearden,Bryan Forbes,NA,NA,NA
suzi_q,Suzi Q,95,100,NA,NA,2020-07-01,2020-07-03,98,"Documentary, Music",English (Australia),Liam Firmager,NA,NA,NA,NA
janice-beard-45-wpm-tv,Janice Beard 45 WPM,50,43,NA,NA,2002-05-10,2020-06-01,78,Comedy,English,Clare Kilner,"Ben Hopkins,Clare Kilner",$11.8K,NA,"Dolby Stereo, Dolby A, Dolby SR, Dolby Digital, Surround"
green_street_hooligans,Green Street Hooligans,87,46,R,"['Pervasive Language', 'Brutal Violence', 'Some Drug Use']",2005-09-09,2009-08-25,106,Drama,English,Lexi Alexander,"Lexi Alexander,Dougie Brimson,Josh Shelov",$345.8K,Freestyle Releasing,NA
jack_ryan_shadow_recruit,Jack Ryan: Shadow Recruit,53,55,PG-13,"['Intense Action', 'Brief Strong Language', 'Sequences of Violence']",2014-01-17,2014-06-10,105,"Action, Mystery & thriller",English,Kenneth Branagh,"Adam Cozad,David Koepp",$50.5M,Paramount Pictures,"Datasat, Dolby Digital"
run_with_the_hunted,Run With the Hunted,33,0,NA,NA,NA,2020-06-26,93,"Crime, Drama, Mystery & thriller",English,John Swab,NA,NA,NA,NA
the_right_kind_of_wrong,The Right Kind of Wrong,37,16,R,"['Nudity', 'Language', 'Sexual Content']",2014-03-14,2014-05-20,97,"Romance, Comedy",English,Jeremiah S. Chechik,Megan Martin,$2.0K,Magnolia Pictures,NA
a_place_at_the_table_2013,A Place at the Table,73,90,PG,"['Brief Mild Language', 'Thematic Elements']",2013-03-01,2013-06-25,84,Documentary,English,"Kristi Jacobson,Lori Silverbush",NA,$230.5K,Magnolia Pictures,NA
is_paris_burning,Is Paris Burning?,71,71,NA,NA,1966-11-10,2014-12-01,173,War,English,René Clément,"Gore Vidal,Francis Ford Coppola",NA,Paramount Pictures,NA
rocky_iv,Rocky IV,79,38,NA,NA,NA,2005-02-08,91,Drama,English,Sylvester Stallone,Sylvester Stallone,$125.4M,NA,Surround
rock_of_ages_2012,Rock of Ages,55,43,PG-13,"['Sexual Content', 'Language', 'Some Heavy Drinking', 'Suggestive Dancing']",2012-06-15,2012-10-09,118,Musical,English,Adam Shankman,"Justin Theroux,Chris D'Arienzo,Allan Loeb",$38.5M,Warner Bros. Pictures,"Dolby SRD, DTS, SDDS"
nymphomaniac_volume_i,Nymphomaniac: Volume I,69,76,NA,NA,2014-03-21,2014-07-08,117,Drama,English,Lars von Trier,Lars von Trier,NA,Magnolia Pictures,NA
dark_eyes_1987,Dark Eyes,91,90,NA,NA,1987-09-26,2020-06-18,114,"Comedy, Drama, Romance",Italian,Nikita Mikhalkov,"Suso Cecchi d'Amico,Nikita Mikhalkov",$11.7K,Island,NA
the_perfect_crime_2005,Ferpect Crime,84,85,NA,NA,2005-08-19,2006-05-16,103,"Comedy, Drama, Crime, Mystery & thriller",Spanish (Spain),Alex de la Iglesia,Alex de la Iglesia,$415.5K,NA,NA
parade,Parade,45,60,NA,NA,NA,2016-11-19,85,Comedy,French (France),Jacques Tati,Jacques Tati,NA,NA,NA
daughter_of_mine_2019,Daughter of Mine,46,87,NA,NA,2019-02-01,2019-03-12,97,Drama,Italian,Laura Bispuri,"Francesca Manieri,Laura Bispuri",$9.5K,Strand Releasing,Dolby Digital
the_savage_innocents,The Savage Innocents,73,69,NA,NA,NA,2017-02-11,110,Adventure,English,Nicholas Ray,Nicholas Ray,NA,NA,NA
get_in,Get In,31,50,NA,NA,NA,2020-05-02,97,"Mystery & thriller, Horror",French (France),Olivier Abbou,"Olivier Abbou,Aurélien Molas",NA,NA,NA
note_by_note_the_making_of_steinway_l1037,Note by Note: The Making of Steinway L1037,88,90,NA,NA,NA,2009-09-29,81,Documentary,English,Ben Niles,NA,NA,NA,NA
five_graves_to_cairo,Five Graves to Cairo,79,100,NA,NA,1943-05-04,2013-06-10,96,War,English,Billy Wilder,"Billy Wilder,Charles Brackett",NA,NA,NA
germinal,Germinal,75,75,NA,NA,1994-09-29,2012-02-20,158,"History, Drama",English,Claude Berri,"Claude Berri,Arlette Langmann",NA,NA,"Surround, Stereo"
amores_perros,Love's a Bitch,94,93,R,"['Language', 'Gore', 'Sexuality', 'Violence']",2000-04-13,2001-09-25,153,"Drama, Mystery & thriller",Spanish,Alejandro González Iñárritu,Guillermo Arriaga,$5.4M,Lionsgate Films,"Dolby SR, Dolby Digital, Dolby A, Surround"
itzhak,Itzhak,81,90,NA,NA,2018-03-09,2018-07-23,83,"Documentary, Music",English,Alison Chernick,"Alison Chernick,Helen Yum",$482.8K,Greenwich Entertainment,NA
hoot,Hoot,54,26,PG,"['Mild Bullying', 'Brief Language']",2006-05-05,2006-08-15,87,"Kids & family, Comedy, Adventure",English,Wil Shriner,Wil Shriner,$8.1M,New Line Cinema,"Dolby SRD, DTS, SDDS"
timer,TiMER,63,67,R,['Language'],2010-04-30,2010-06-22,99,"Romance, Comedy",English,Jac Schaeffer,Jac Schaeffer,NA,Present Pictures,NA
attack_part_1,Attack: Part 1,83,50,NA,NA,NA,NA,130,"Sci-fi, Mystery & thriller, Action",Hindi,Lakshya Raj Anand,Vishal Kapoor,NA,NA,NA
zombies_2,Zombies 2,62,100,NA,NA,NA,2020-02-18,84,"Romance, Comedy, Musical",English,Paul Hoen,"David Light,Joseph Raso",NA,NA,Stereo
vikingdom,Vikingdom,24,43,NA,NA,NA,2014-01-21,110,"Adventure, Action",English,Yusry Abd Halim,James Coyne,NA,NA,NA
the_other_story,The Other Story,89,71,NA,NA,2019-06-28,2019-10-24,112,Drama,Hebrew,Avi Nesher,"Avi Nesher,Noam Shpancer",$135.0K,Strand Releasing,NA
silat_warriors_deed_of_death,Silat Warriors: Deed of Death,43,56,NA,NA,NA,2021-06-04,102,Action,Malay,Areel Abu Bakar,"Hafiz Derani,Areel Abu Bakar",NA,NA,NA
winter_brothers,Winter Brothers,69,91,NA,NA,NA,2018-12-14,90,Drama,Danish,Hlynur Pálmason,Hlynur Pálmason,NA,NA,NA
carrie_1952,Carrie,57,71,NA,NA,1952-07-17,2005-01-18,118,Drama,English,William Wyler,"Ruth Goetz,Augustus Goetz",NA,Paramount Pictures,NA
lord_jim_1965,Lord Jim,56,57,NA,NA,NA,2004-08-24,154,Adventure,English,Richard Brooks,Richard Brooks,NA,NA,NA
dark_was_the_night,Dark Was the Night,36,52,NA,NA,2015-07-24,2015-09-01,98,"Drama, Horror, Mystery & thriller",English,Jack Heller,Tyler Hisel,NA,Image Entertainment,NA
fire_island_2022,Fire Island,72,94,R,"['Strong Sexual Content', 'Drug Use', 'Strong Nudity', 'Language Throughout']",NA,2022-06-03,105,"Romance, Comedy",English,Andrew Ahn,Joel Kim Booster,NA,NA,NA
the_furies,The Furies,80,92,NA,NA,1950-08-16,2008-06-24,109,Western,English,Anthony Mann,"Niven Busch,Charles Schnee",NA,Paramount Pictures,NA
freaks,Freaks,88,95,NA,NA,1932-02-20,2009-05-19,64,Horror,English,Tod Browning,"Al Boasberg,Willis Goldbeck,Leon Gordon,Edgar Allan Woolf",NA,Metro-Goldwyn-Mayer,"Stereo, Mono"
tag_2018,Tag,57,56,R,"['Crude Sexual Content', 'Brief Nudity', 'Drug Use', 'Language Throughout']",2018-06-15,2018-08-17,100,Comedy,English,Jeff Tomsic,"Rob McKittrick,Mark Steilen",$54.5M,Warner Bros. Pictures,"Dolby Atmos, Dolby Digital"
demonlover,Demonlover,40,53,NA,NA,NA,2004-01-01,130,Mystery & thriller,English (United Kingdom),Olivier Assayas,Olivier Assayas,$231.8K,NA,Surround
what_we_left_behind_looking_back_at_star_trek_deep_space_nine,What We Left Behind: Looking Back at Deep Space Nine,89,100,NA,NA,NA,2019-08-06,117,Documentary,English,"Ira Steven Behr,David Zappone",NA,NA,NA,NA
about_elly,Darbareye Elly,84,99,NA,NA,NA,2015-08-25,119,"Drama, Mystery & thriller",Persian,Asghar Farhadi,"Asghar Farhadi,Azad Jafarian",$106.7K,NA,NA
crackerjack_2002,Crackerjack,80,100,NA,NA,NA,NA,92,Comedy,English,Paul Moloney,"Mick Molloy,Richard Molloy",NA,NA,Dolby Digital
1215791-earth_days,Earth Days,59,82,NA,NA,2009-08-14,2010-04-20,102,Documentary,English,Robert Stone,Robert Stone,$26.5K,Zeitgeist Films,NA
attack_of_the_lederhosen_zombies,Attack of the Lederhosen Zombies,37,55,NA,NA,2017-01-13,2017-04-18,78,"Horror, Comedy",German,Dominik Hartl,"Dominik Hartl,Armin Prediger",NA,Level 33 Entertainment,NA
